Journal title,Journal URL,URL in DOAJ,Journal ISSN (print version),Journal EISSN (online version),Country of publisher,APC,Has other fees,bnd1,bnd2,correo
Actualidades Investigativas en Educación,http://revista.inie.ucr.ac.cr/,https://doaj.org/toc/ff24e9c4cd8a448c98e2bb985692479e,,1409-4703,Costa Rica,No,No,,revista@inie.ucr.ac.cr,revista@inie.ucr.ac.cr
Journal of Special Education and Rehabilitation,http://jser.fzf.ukim.edu.mk/,https://doaj.org/toc/ecad2e7f01e2476980160a80ada9e1d5,1409-6099,1857-663X,North Macedonia,No,No,,,
SEEU Review,https://sciendo.com/journal/SEEUR,https://doaj.org/toc/bb8760d006244dd5849fb93b6a118083,1409-7001,1857-8462,Poland,No,No,,,
Macedonian Veterinary Review,http://www.macvetrev.mk,https://doaj.org/toc/f461f7e81757479db150fe8dd9c82024,1409-7621,1857-7415,North Macedonia,No,No,,,
Makedonsko Farmacevtski Bilten,http://bulletin.mfd.org.mk/,https://doaj.org/toc/e3b0bb31ec0249f2bf11e7df4d7f002f,1409-8695,1857-8969,North Macedonia,No,No,,,
Identities,http://identitiesjournal.edu.mk,https://doaj.org/toc/4aabfb12724441299d1ed0248e9efe8c,1409-9268,1857-8616,North Macedonia,Yes,No,,,
Agrin: Jurnal Penelitian Pertanian,http://jurnalagrin.net/,https://doaj.org/toc/d5788f2128284578a849edfa07207d41,1410-0029,2549-6786,Indonesia,Yes,No,,,
INSANIA: Jurnal Pemikiran Alternatif Kependidikan,http://ejournal.uinsaizu.ac.id/index.php/insania,https://doaj.org/toc/3cfb1becd4db4466a5472a3803cee4f3,1410-0053,2598-3091,Indonesia,Yes,No,,,
Journal of Dinamika Hukum,http://dinamikahukum.fh.unsoed.ac.id,https://doaj.org/toc/0494ea6254474ffebcfbf95f72df0f4e,1410-0797,2407-6562,Indonesia,Yes,No,,,
Psikologika: Jurnal Pemikiran dan Penelitian Psikologi,https://journal.uii.ac.id/Psikologika/,https://doaj.org/toc/65fe684201fc4ec2a0e9b5575b24ac2d,1410-1289,2579-6518,Indonesia,No,No,,,
Jurnal Perlindungan Tanaman Indonesia,https://jurnal.ugm.ac.id/jpti/index,https://doaj.org/toc/ce7b0ea6ef834e63a2ca172e832f7f15,1410-1637,2548-4788,Indonesia,Yes,No,,,
Jurnal Pendidikan Matematika dan Sains,http://journal.uny.ac.id/index.php/jpms/index,https://doaj.org/toc/0fbb34364e7449579b11aa851e27be65,1410-1866,2549-1458,Indonesia,No,No,,,
Jurnal Teknologi Pertanian Andalas,http://tpa.fateta.unand.ac.id/index.php/JTPA,https://doaj.org/toc/b577d7c1075d4b62ae9353fb8d6d781d,1410-1920,2579-4019,Indonesia,No,No,,,
Jurnal Ilmiah SINERGI,http://publikasi.mercubuana.ac.id/index.php/sinergi,https://doaj.org/toc/6b055205d7ab490ea6f7035acf32f8bb,1410-2331,2460-1217,Indonesia,No,No,,,
Jurnal Akuntansi dan Auditing Indonesia,https://journal.uii.ac.id/jaai,https://doaj.org/toc/2817fee950c840a88d32a9a130784aa3,1410-2420,2528-6528,Indonesia,Yes,No,,,
Jurnal Abdimas,http://journal.unnes.ac.id/nju/index.php/abdimas,https://doaj.org/toc/3a98e41e57834e6f85b8716642ef231d,1410-2765,2503-1252,Indonesia,No,No,,,
Jurnal Teknologi & Industri Hasil Pertanian,http://jurnal.fp.unila.ac.id/index.php/JTHP/index,https://doaj.org/toc/1e1e0520d8cb4283b87535e0e2087841,1410-3044,2302-4399,Indonesia,Yes,No,,,
Jurnal Manajemen,http://www.ecojoin.org/index.php/EJM,https://doaj.org/toc/6b6d0bfb88054040bacad5c1b9d70ff9,1410-3583,,Indonesia,Yes,No,,,
Jurnal Akuntansi,http://www.ecojoin.org/index.php/EJA,https://doaj.org/toc/ee9aa097096341e49453b9382c900d5f,1410-3591,2549-8800,Indonesia,Yes,No,,,
Teknika,http://journals.usm.ac.id/index.php/teknika,https://doaj.org/toc/8d96d3b0719540b98828e679d10e5c02,1410-4202,,Indonesia,No,No,,,
Analisa: Jurnal Pengkajian Masalah Sosial Keagamaan,https://journal.blasemarang.id/index.php/analisa/index,https://doaj.org/toc/e6c1e37a1e394585a936b8a3197d69c7,1410-4350,2443-3853,Indonesia,No,No,,,
Jurnal Keperawatan Indonesia,http://jki.ui.ac.id/index.php/jki,https://doaj.org/toc/f091d41b013a4b05845380acf1a3782a,1410-4490,2354-9203,Indonesia,No,No,,,
Benefit Jurnal Manajemen dan Bisnis,http://journals.ums.ac.id/index.php/benefit/index,https://doaj.org/toc/3ef482724c1b48a282ffa59258c6226f,1410-4571,2541-2604,Indonesia,No,No,,,
JSP: Jurnal Ilmu Sosial dan Ilmu Politik,https://jurnal.ugm.ac.id/jsp,https://doaj.org/toc/cda7b01fc4234ac784f1fc11ff5aa531,1410-4946,2502-7883,Indonesia,Yes,Yes,,,
Jurnal Biologi Udayana,http://ojs.unud.ac.id/index.php/BIO,https://doaj.org/toc/698437db1d554b849ffa248f45b1c9aa,1410-5292,,Indonesia,Yes,No,,,
Journal of Language and Literature,https://e-journal.usd.ac.id/index.php/JOLL,https://doaj.org/toc/aa46aee48c0146018cd862b5ad95869b,1410-5691,2580-5878,Indonesia,No,No,,,
Majalah Obat Tradisional,https://jurnal.ugm.ac.id/TradMedJ/,https://doaj.org/toc/073a3719812445d0b798d2f20ae963d6,1410-5918,2406-9086,Indonesia,No,No,,,
Bulletin of the Marine Geology,http://ejournal.mgi.esdm.go.id/index.php/bomg,https://doaj.org/toc/52b7c23394764839ae1aabfaaa0a2037,1410-6175,2527-8843,Indonesia,No,No,,,
Majalah Bisnis Dan IPTEK,http://jurnal.stiepas.ac.id/index.php/bistek,https://doaj.org/toc/fc3fc02d26a747578d06bcc67c263f8a,1410-6949,2502-1559,Indonesia,No,No,,,
Ganendra: Majalah IPTEK Nuklir,http://jurnal.batan.go.id/index.php/ganendra,https://doaj.org/toc/40d5ef7e85484220b9fb05a05a5b6f88,1410-6957,2503-5029,Indonesia,No,No,,,
Ta'dib,http://jurnal.radenfatah.ac.id/index.php/tadib,https://doaj.org/toc/79fba0de262b4b758af9fbe0269c7e88,1410-6973,2443-2512,Indonesia,Yes,Yes,,,
LLT Journal: A Journal on Language and Language Teaching,http://e-journal.usd.ac.id/index.php/LLT/index,https://doaj.org/toc/772464f1c656443689e44967673c54ce,1410-7201,2579-9533,Indonesia,No,No,,,
Jurnal Pariwisata Pesona,http://jurnal.unmer.ac.id/index.php/jpp,https://doaj.org/toc/12e042fcec5545529b7d21904fe9e89e,1410-7252,2541-5859,Indonesia,Yes,No,,,
Al ' Adalah,http://aladalah.uinkhas.ac.id/index.php/aladalah/about,https://doaj.org/toc/734a8c32ddb94b9f8e5df74ac1f35814,1410-7406,2684-8368,Indonesia,No,No,,,
Al-Ta'lim,http://journal.tarbiyahiainib.ac.id/index.php/attalim,https://doaj.org/toc/b61fca5e44014e75966c0a8affc16c14,1410-7546,2355-7893,Indonesia,No,No,,,
Jurnal Saintis,http://journal.uir.ac.id/index.php/saintis,https://doaj.org/toc/5ba24c9b9d6c4208b9ca4c39d026fde5,1410-7783,2580-7110,Indonesia,No,No,,,
Jurnal Ilmiah Ilmu-Ilmu Peternakan,https://online-journal.unja.ac.id/index.php/jiip,https://doaj.org/toc/d077aff8a29045b8854ad93057dadcf6,1410-7791,2528-0805,Indonesia,Yes,No,,,
Bulletin Ekonomi Moneter dan Perbankan,https://www.bmeb-bi.org/index.php/BEMP,https://doaj.org/toc/13248bc501a34d64a7381375bb39c918,1410-8046,2460-9196,Indonesia,No,No,,,
Humanus: Jurnal Ilmiah Ilmu-ilmu Humaniora,http://ejournal.unp.ac.id/index.php/humanus/index,https://doaj.org/toc/16d5c386d8d649c19579195aeb39f9d9,1410-8062,2528-3936,Indonesia,Yes,No,,,
Jurnal Keuangan dan Perbankan,http://jurnal.unmer.ac.id/index.php/jkdp,https://doaj.org/toc/b96955bcd11445f3a423951b84ac9ce2,1410-8089,2443-2687,Indonesia,No,No,,,
Jurnal Madania,http://ejournal.iainbengkulu.ac.id/index.php/madania/,https://doaj.org/toc/5f2d4d9cb6544a48bce7efd317ccd618,1410-8143,2502-1826,Indonesia,No,No,,,
Ta'dib,http://ecampus.iainbatusangkar.ac.id/ojs/index.php/takdib/index,https://doaj.org/toc/ec0520743b2b40e0b6598877520f21b3,1410-8208,,Indonesia,No,No,,,
Jurnal Antropologi: Isu-Isu Sosial Budaya,http://jurnalantropologi.fisip.unand.ac.id/index.php/jantro,https://doaj.org/toc/afb09e2134d94f9ea494643c99da033a,1410-8356,2355-5963,Indonesia,Yes,No,,,
Techno,http://jurnalnasional.ump.ac.id/index.php/Techno/index,https://doaj.org/toc/e50949617d01416895fcfa86324c45a8,1410-8607,2579-9096,Indonesia,No,No,,,
Jurnal Kelautan Tropis,https://ejournal2.undip.ac.id/index.php/jkt/index,https://doaj.org/toc/c34defbff6b04ed4b8853a3f05e75ed4,1410-8852,2528-3111,Indonesia,Yes,No,,,
Jurnal Kimia Sains dan Aplikasi,https://ejournal.undip.ac.id/index.php/ksa/,https://doaj.org/toc/971b6d7b316a47f5adeab10a7b8b3c97,1410-8917,2597-9914,Indonesia,Yes,No,,,
"Jurnal Akuntansi, Manajemen dan Ekonomi",http://jos.unsoed.ac.id/index.php/jame/,https://doaj.org/toc/370dea83f01343658fbb754176ba1fcd,1410-9336,2620-8482,Indonesia,No,No,,,
Warta LPM,https://journals.ums.ac.id/index.php/warta/,https://doaj.org/toc/4d544e7382db456daf23b4a0ec409766,1410-9344,2549-5631,Indonesia,Yes,Yes,,,
Civil Engineering Dimension,http://ced.petra.ac.id/,https://doaj.org/toc/42cbef872dcd4403b6bd25a4a935539f,1410-9530,1979-570X,Indonesia,No,No,,,
Gelar: Jurnal Seni Budaya,https://jurnal.isi-ska.ac.id/index.php/gelar/index,https://doaj.org/toc/51da48fb22c44d8596cb8e8db36699e7,1410-9700,2655-9153,Indonesia,No,No,,,
Jurnal Teknik Elektro,https://journal.unnes.ac.id/nju/index.php/jte,https://doaj.org/toc/6eb64dcd596145f2983909b3479fbde0,1411-0059,2549-1571,Indonesia,No,No,,,
Jurnal Informatika,http://jurnalinformatika.petra.ac.id/,https://doaj.org/toc/65aa62b23858472ca647c394637a7b5e,1411-0105,2528-5823,Indonesia,No,No,,,
Wacana: Jurnal Sosial dan Humaniora,http://wacana.ub.ac.id/,https://doaj.org/toc/601f1b01145f46079e63f24c0d484b07,1411-0199,2338-1884,Indonesia,Yes,No,,,
Jurnal Akuntansi dan Keuangan,http://jurnalakuntansi.petra.ac.id/,https://doaj.org/toc/d4d21de63419443897bd142f9f3374ef,1411-0288,2338-8137,Indonesia,No,Yes,,,
Tsaqafah,http://ejournal.unida.gontor.ac.id/index.php/tsaqafah,https://doaj.org/toc/43488f459ee943d9a9818071e689d608,1411-0334,2460-0008,Indonesia,Yes,No,,,
Semesta Teknika,http://journal.umy.ac.id/index.php/st,https://doaj.org/toc/9ed2b93d9c9f49dabd87a6b948c09d71,1411-061X,2502-5481,Indonesia,No,No,,,
Majalah Ilmiah Bijak,http://ojs.stiami.ac.id/index.php/bijak,https://doaj.org/toc/d9b9c91a9aaa402a8f30e7c51f37d199,1411-0830,2621-749X,Indonesia,No,No,,,
"Infomatek: Jurnal Informatika, Manajemen dan Teknologi",https://journal.unpas.ac.id/index.php/infomatek,https://doaj.org/toc/c01095c7595b4a4c8a9bd7777a4191c3,1411-0865,,Indonesia,No,No,,,
Profetika,https://journals.ums.ac.id/index.php/profetika/index,https://doaj.org/toc/ec77619c0d814031a1970a8bc1b71576,1411-0881,2541-4534,Indonesia,Yes,No,,,
Eksakta: Jurnal Ilmu-Ilmu MIPA,http://jurnal.uii.ac.id/index.php/Eksakta,https://doaj.org/toc/6787abb45b1f432cb0e9028feb93b975,1411-1047,2503-2364,Indonesia,No,No,,,
Agritech,http://jurnalnasional.ump.ac.id/index.php/AGRITECH,https://doaj.org/toc/804c2834e514426a90cb0bbf57964564,1411-1063,2580-5002,Indonesia,No,No,,,
Gadjah Mada International Journal of Business,https://jurnal.ugm.ac.id/gamaijb/index,https://doaj.org/toc/078867a4d9c64442a412cfa96528aaea,1411-1128,2338-7238,Indonesia,No,No,,,
Hunafa: Jurnal Studia Islamika,http://www.jurnalhunafa.org/index.php/hunafa,https://doaj.org/toc/76cf38cae60347e6b8796494d3c50cc0,1411-125X,2355-7710,Indonesia,No,No,,,
Jurnal Ilmiah Teknik Sipil,https://ojs.unud.ac.id/index.php/jits,https://doaj.org/toc/7c1e1c49b91f44709d6ecbccc69ef785,1411-1292,2541-5484,Indonesia,No,No,,,
Jurnal PIKOM (Penelitian Komunikasi dan Pembangunan),https://jurnal.kominfo.go.id/index.php/jpkp/index,https://doaj.org/toc/db18ed3120f14131bbcb7ae5524661e7,1411-139X,2549-0176,Indonesia,No,No,,,
Jurnal Manajemen dan Wirausaha,http://jurnalmanajemen.petra.ac.id/,https://doaj.org/toc/5c499d90d22f4e948ab0c0ba85d8f39e,1411-1438,2338-8234,Indonesia,No,No,,,
Religia,http://e-journal.iainpekalongan.ac.id/index.php/Religia,https://doaj.org/toc/680ef7ffbcaa4c80ada4179fbf183292,1411-1632,2527-5992,Indonesia,No,No,,,
Diakronika,http://diakronika.ppj.unp.ac.id/index.php/diakronika,https://doaj.org/toc/89dd41d3b8684f0f802528a77df8bcfc,1411-1764,2620-9446,Indonesia,Yes,Yes,,,
Jurnal Teknik Sipil dan Perencanaan,http://journal.unnes.ac.id/nju/index.php/jtsp,https://doaj.org/toc/8e946093997943e29cf45d3eff7e650f,1411-1772,2503-1899,Indonesia,Yes,No,,,
Animal Production,http://animalproduction.id/index.php/JAP,https://doaj.org/toc/1617c71530564b4f9972cea152c67fef,1411-2027,2541-5875,Indonesia,Yes,No,,,
Wacana: Journal of the Humanities of Indonesia,https://scholarhub.ui.ac.id/wacana/,https://doaj.org/toc/4f83303fa69f40c78acf1a6302b0b042,1411-2272,2407-6899,Indonesia,No,No,,,
Jurnal Ekonomi dan Bisnis,http://jurnal.unissula.ac.id/index.php/ekobis/index,https://doaj.org/toc/9554c7c82c75480ab6033455eb60b005,1411-2280,,Indonesia,No,No,,,
Jurnal Teknik Industri,http://jurnalindustri.petra.ac.id/,https://doaj.org/toc/4b0a89b495f4427caac70f532caecea8,1411-2485,2087-7439,Indonesia,No,No,,,
K@ta: A Biannual Publication on the Study of Language and Literature,http://kata.petra.ac.id/,https://doaj.org/toc/7ffae94ba81246f690ddf1c8f2cbfdda,1411-2639,,Indonesia,No,No,,,
Dinamika Ilmu,https://journal.uinsi.ac.id/index.php/dinamika_ilmu/index,https://doaj.org/toc/21e10adadc0c4b948e69b3de53b59496,1411-3031,2442-9651,Indonesia,No,No,,,
Jurnal Meteorologi dan Geofisika,http://puslitbang.bmkg.go.id/jmg/index.php/jmg/index,https://doaj.org/toc/76546829f66b47338eaccebdc2514688,1411-3082,2527-5372,Indonesia,No,No,,,
Jurnal Manajemen Dayasaing,http://journals.ums.ac.id/index.php/dayasaing,https://doaj.org/toc/f5902dfc0496480ea4ff3e41ceeb490f,1411-3422,2541-254X,Indonesia,Yes,No,,,
Ulumuna,http://ulumuna.or.id/index.php/ujis,https://doaj.org/toc/4baf22f7a0f84f569f303b8dfe4d5359,1411-3457,2355-7648,Indonesia,No,No,,,
International Journal Ihya' 'Ulum al-Din,https://journal.walisongo.ac.id/index.php/ihya,https://doaj.org/toc/83191e2a87ad4b3cb8a370e12ca63c4a,1411-3708,2580-5983,Indonesia,No,No,,,
Esensia: Jurnal Ilmu-Ilmu Ushuluddin,https://ejournal.uin-suka.ac.id/ushuluddin/esensia,https://doaj.org/toc/8d9136f7b40544ceb9e9ef2684c3320d,1411-3775,2548-4729,Indonesia,No,Yes,,,
Media Mesin,https://journals.ums.ac.id/index.php/mesin/,https://doaj.org/toc/cfb8a0a58f784647aa4e280fc1c6e995,1411-4348,2541-4577,Indonesia,No,No,,,
Pedagogi,http://pedagogi.ppj.unp.ac.id/,https://doaj.org/toc/69ac7526199547ffaaa4d65178defcef,1411-4585,2549-6743,Indonesia,No,No,,,
Jurnal Agripet,http://jurnal.unsyiah.ac.id/agripet,https://doaj.org/toc/b93f8c90fdd5468ba38e7656a2f166bf,1411-4623,2460-4534,Indonesia,Yes,No,,,
Buletin Fisika,https://ojs.unud.ac.id/index.php/buletinfisika,https://doaj.org/toc/62f2f81d1fb643759bf1b6bec4c2faed,1411-4690,2580-9733,Indonesia,Yes,No,,,
"The Indonesian Journal of Gastroenterology, Hepatology and Digestive Endoscopy",http://www.ina-jghe.com/,https://doaj.org/toc/681f0e84e5b3487eacabeebaa19a8b96,1411-4801,2302-8181,Indonesia,No,No,,,
Jurnal Wacana Kinerja,http://jwk.bandung.lan.go.id/ojs/index.php/jwk,https://doaj.org/toc/cf8112b74e564506ac2b16a2b21b3ff3,1411-4917,2620-9063,Indonesia,No,No,,,
Harmonia: Jurnal Pengetahuan dan Pemikiran Seni,https://journal.unnes.ac.id/nju/index.php/harmonia/index,https://doaj.org/toc/bc2becbc24344879a0b9bd76e812409e,1411-5115,,Indonesia,Yes,No,,,
Jurnal Teknologi Pertanian,http://jtp.ub.ac.id/index.php/jtp,https://doaj.org/toc/b269dfd64c71419a8bee5b520393ce85,1411-5131,2528-2794,Indonesia,No,No,,,
Trikonomika,http://journal.unpas.ac.id/index.php/trikonomika,https://doaj.org/toc/865611435ba44fdf9970cdb8f5c2ddb3,1411-514X,2355-7737,Indonesia,No,No,,,
Jurnal Penelitian Humaniora,http://journals.ums.ac.id/index.php/humaniora/,https://doaj.org/toc/d52fa8ceebe44f8bb739c9ccb618204d,1411-5190,,Indonesia,No,No,,,
JEPI (Jurnal Ekonomi dan Pembangunan Indonesia),http://jepi.fe.ui.ac.id/,https://doaj.org/toc/ff179058ced644d5824fdb034cd96fe8,1411-5212,2406-9280,Indonesia,No,No,,,
Global: Jurnal Politik Internasional,https://scholarhub.ui.ac.id/global/,https://doaj.org/toc/d297f094c94e401cbf782e1101835234,1411-5492,2579-8251,Indonesia,No,No,,,
Invotec,http://ejournal.upi.edu/index.php/invotec,https://doaj.org/toc/448934c33f2542659c1648a924871e6f,1411-5514,2461-1336,Indonesia,No,No,,,
Jurnal Ilmu Dasar,https://jurnal.unej.ac.id/index.php/JID/,https://doaj.org/toc/29bc29208639436099fe220d61273b39,1411-5735,2442-5613,Indonesia,Yes,No,,,
MediaTor,http://ejournal.unisba.ac.id/index.php/mediator,https://doaj.org/toc/5a9711922f714b7498c5d5e53a12c7ca,1411-5883,,Indonesia,No,No,,,
Statistika,http://ejournal.unisba.ac.id/index.php/statistika/index,https://doaj.org/toc/3b3063a1de9749dfb2a3e4f3712d77bb,1411-5891,,Indonesia,No,No,,,
Psikodimensia: Kajian Ilmiah Psikologi,http://journal.unika.ac.id/index.php/psi,https://doaj.org/toc/1aab08ca32eb44f18b197aedca34cac5,1411-6073,2579-6321,Indonesia,No,No,,,
Jurnal Ekonomi Pembangunan: Kajian Masalah Ekonomi dan Pembangunan,http://journals.ums.ac.id/index.php/JEP,https://doaj.org/toc/ba29a65c5ef1401398dde897fbe54709,1411-6081,2460-9331,Indonesia,Yes,Yes,,,
Jurnal Ilmiah Didaktika: Media Ilmiah Pendidikan dan Pengajaran,http://jurnal.ar-raniry.ac.id/index.php/didaktika/index,https://doaj.org/toc/03b7530e49e042c6912dcf7f971ad8ee,1411-612X,2355-6129,Indonesia,No,No,,,
Jurnal Ternak Tropika,http://ternaktropika.ub.ac.id/index.php/tropika,https://doaj.org/toc/459c48c6669549f6bdd45ce7010d3dbc,1411-6146,2503-1007,Indonesia,No,Yes,,,
Jurnal Akuntansi dan Investasi,http://journal.umy.ac.id/index.php/ai/,https://doaj.org/toc/53e0cfe5efcf4729989cc31622e27e89,1411-6227,2477-488X,Indonesia,No,No,,,
Telaah Bisnis,http://journal.stimykpn.ac.id/index.php/tb,https://doaj.org/toc/b784106d85464d2286a40655b0bd0ab0,1411-6375,2541-6790,Indonesia,No,No,,,
Jurnal Studi Ilmu-ilmu Al-Qur'an dan Hadis,http://ejournal.uin-suka.ac.id/ushuluddin/alquran,https://doaj.org/toc/fc6fb922bc6144ee81ec990eb72d5089,1411-6855,2548-4737,Indonesia,No,No,,,
Soca: Jurnal Sosial Ekonomi Pertanian,https://ojs.unud.ac.id/index.php/soca/index,https://doaj.org/toc/db194e74e1cb4d4d86ead15524f7bdfa,1411-7177,2615-6628,Indonesia,No,No,,,
Jurnal Hama dan Penyakit Tumbuhan Tropika,http://jhpttropika.fp.unila.ac.id/index.php/jhpttropika,https://doaj.org/toc/7f3e02c08ee5457f91b84a41aac98799,1411-7525,2461-0399,Indonesia,Yes,No,,,
Veritas: Jurnal Teologi dan Pelayanan,https://ojs.seabs.ac.id/index.php/Veritas/,https://doaj.org/toc/42f25545a692463493c45a67c3d8ecbd,1411-7649,2684-9194,Indonesia,No,No,,,
Jurnal Manajemen Indonesia,http://journals.telkomuniversity.ac.id/ijm/,https://doaj.org/toc/c45e95dc1d0b47509938d3f5bc8ca9cf,1411-7835,2502-3713,Indonesia,No,No,,,
Mutiara Medika,https://journal.umy.ac.id/index.php/mm,https://doaj.org/toc/15a079016a504539961665c737205a49,1411-8033,2614-0101,Indonesia,Yes,No,,,
Ta'dib: Jurnal Pendidikan Islam,http://ejournal.unisba.ac.id/index.php/tadib,https://doaj.org/toc/1e60969cfa7b4a5cbc966eb312960b82,1411-8173,2528-5092,Indonesia,Yes,No,,,
Jurnal Ilmu Sosial,http://ejournal.undip.ac.id/index.php/ilmusos,https://doaj.org/toc/91c54339407e42919025ef5aed6e7c66,1411-8254,2548-4893,Indonesia,Yes,No,,,
Jurnal Elektronika dan Telekomunikasi,http://www.jurnalet.com,https://doaj.org/toc/bdf78f77bcaa4426af5a09e7bfad7a9c,1411-8289,2527-9955,Indonesia,No,No,,,
Jurnal Veteriner,http://ojs.unud.ac.id/index.php/jvet,https://doaj.org/toc/93b8d34a9b9346eaa344655293663c9e,1411-8327,,Indonesia,Yes,Yes,,,
Jurnal Natural,http://www.jurnal.unsyiah.ac.id/natural,https://doaj.org/toc/cde954fea7e045a1bdd675662621a717,1411-8513,2541-4062,Indonesia,Yes,No,,,
Aplikasia,https://ejournal.uin-suka.ac.id/pusat/aplikasia/index,https://doaj.org/toc/6c3b22798226448e853db4aaffc7872b,1411-8777,2598-2176,Indonesia,No,No,,,
"Media Riset Akuntansi, Auditing & Informasi",http://www.trijurnal.lemlit.trisakti.ac.id/index.php/mraai,https://doaj.org/toc/d2f7804a31de4af2a4d0ddbc4b84ef80,1411-8831,2442-9708,Indonesia,No,No,,,
Emitor: Jurnal Teknik Elektro,https://journals.ums.ac.id/index.php/emitor,https://doaj.org/toc/c2ef2396538a464fbc1b859c1bae55db,1411-8890,2541-4518,Indonesia,No,No,,,
Indonesian Journal of Chemistry,https://jurnal.ugm.ac.id/ijc/,https://doaj.org/toc/5f11a0c1739349fa89a0a121b51a35d6,1411-9420,2460-1578,Indonesia,Yes,No,,,
Jurnal Ergonomi Indonesia,http://ojs.unud.ac.id/index.php/jei,https://doaj.org/toc/4e6bc05360784600bcb0d6e38150a307,1411-951X,,Indonesia,No,No,,,
Perspektif Hukum,http://perspektif-hukum.hangtuah.ac.id/,https://doaj.org/toc/cb2ac48753a74ab2b09557e4187895c2,1411-9536,2460-3406,Indonesia,No,No,,,
Ijtihad: Jurnal Wacana Hukum Islam dan Kemanusiaan,http://ijtihad.iainsalatiga.ac.id/index.php/ijtihad/index,https://doaj.org/toc/1a4a5d470f3e4be7a01db2b4da4adba1,1411-9544,2477-8036,Indonesia,No,No,,,
Jurnal Ekonomi & Studi Pembangunan,https://journal.umy.ac.id/index.php/esp,https://doaj.org/toc/0d3a1b5c57004a998423129aee1a8f72,1411-9900,2541-5506,Indonesia,Yes,No,,,
Tribakti: Jurnal Pemikiran Keislaman,https://ejournal.iai-tribakti.ac.id/index.php/tribakti/index,https://doaj.org/toc/9863d7fb5bd74806a85d6132ca444d22,1411-9919,2502-3047,Indonesia,Yes,No,,,
Biodiversitas,https://smujo.id/biodiv/,https://doaj.org/toc/3eda1e70aa014e1e8bd1fc367b4df956,1412-033X,2085-4722,Indonesia,Yes,No,,,
Jurnal Dakwah Risalah,http://ejournal.uin-suska.ac.id/index.php/risalah,https://doaj.org/toc/aa623e0ffd2f4581b99a87890b81480e,1412-0348,2654-3877,Indonesia,No,No,,,
Al-Ulum,http://journal.iaingorontalo.ac.id/index.php/au,https://doaj.org/toc/496f2937a7fe49ef9f341110a2f70434,1412-0534,2442-8213,Indonesia,Yes,No,,,
Berkala Kedokteran,https://ppjp.ulm.ac.id/journal/index.php/jbk,https://doaj.org/toc/27942cdf9739474da05fdbba12026fa8,1412-0550,2548-5660,Indonesia,No,No,,,
Jurnal Perencanaan Wilayah dan Kota,http://ejournal.unisba.ac.id/index.php/planologi/index,https://doaj.org/toc/07557e0fcc92458494f83da10f27d5dd,1412-0690,2808-8123,Indonesia,No,No,,,
Jurnal Akuntansi dan Bisnis,http://jab.fe.uns.ac.id/index.php/jab,https://doaj.org/toc/6e4a3b26a65c45c4ae8ef3f7a8b91c83,1412-0852,2580-5444,Indonesia,No,No,,,
