Journal title,Journal URL,URL in DOAJ,When did the journal start to publish all content using an open license?,Alternative title,Journal ISSN (print version),Journal EISSN (online version),Keywords,Languages in which the journal accepts manuscripts,Publisher,Country of publisher,Society or institution,Country of society or institution,Journal license,License attributes,URL for license terms,Machine-readable CC licensing information embedded or displayed in articles,URL to an example page with embedded licensing information,Author holds copyright without restrictions,Copyright information URL,Review process,Review process information URL,Journal plagiarism screening policy,Plagiarism information URL,URL for journal's aims & scope,URL for the Editorial Board page,URL for journal's instructions for authors,Average number of weeks between article submission and publication,APC,APC information URL,APC amount,Journal waiver policy (for developing country authors etc),Waiver policy information URL,Has other fees,Other fees information URL,Preservation Services,Preservation Service: national library,Preservation information URL,Deposit policy directory,URL for deposit policy,Persistent article identifiers,Article metadata includes ORCIDs,Journal complies with I4OC standards for open citations,Does the journal comply to DOAJ's definition of open access?,URL for journal's Open Access statement,Continues,Continued By,LCC Codes,Subjects,DOAJ Seal,Added on Date,Last updated Date,Number of Article Records,Most Recent Article Added
Historia contemporánea,https://www.ehu.eus/ojs/index.php/HC/index,https://doaj.org/toc/e3d970cdcec6476b909b6b52d8107f1d,1988,,1130-2402,2340-0277,"contemporary history, 20th century, politics, economics, culture, methodology","Spanish, English",UPV/EHU Press,Spain,,,CC BY,,https://www.ehu.eus/ojs/index.php/HC/about/submissions#copyrightNotice,Yes,https://www.ehu.eus/ojs/index.php/HC/article/view/20175,No,,Double blind peer review,https://www.ehu.eus/ojs/index.php/HC/about/editorialPolicies#peerReviewProcess,Yes,https://www.ehu.eus/ojs/index.php/HC/about/submissions#onlineSubmissions,https://www.ehu.eus/ojs/index.php/HC/about/editorialPolicies#focusAndScope,https://www.ehu.eus/ojs/index.php/HC/about/displayMembership/223,https://www.ehu.eus/ojs/index.php/HC/about/submissions#authorGuidelines,20,No,https://www.ehu.eus/ojs/index.php/HC/index,,No,,No,,LOCKSS,,https://www.ehu.eus/ojs/index.php/HC/gateway/lockss,"Sherpa/Romeo, Dulcinea",,DOI,,,Yes,https://www.ehu.eus/ojs/index.php/HC/about/editorialPolicies#openAccessPolicy,,,D1-2009,History (General) and history of Europe: History (General),No,2020-03-05T11:33:29Z,2022-09-29T10:01:55Z,1551,2023-03-08T07:37:09Z
Revista de Lenguas para Fines Específicos,http://ojsspdc.ulpgc.es/ojs/index.php/LFE/index,https://doaj.org/toc/fa89fdf583f7430591e92f3c755d4b3d,1993,,1133-1127,2340-8561,"applied linguistics, pedagogy, linguistics, discourse analysis","English, French, German, Spanish",Universidad de Las Palmas de Gran Canaria,Spain,,,CC BY-NC-ND,,http://ojsspdc.ulpgc.es/ojs/index.php/LFE/about/submissions#copyrightNotice,,,Yes,http://ojsspdc.ulpgc.es/ojs/index.php/LFE/about/submissions#copyrightNotice,Double blind peer review,https://ojsspdc.ulpgc.es/ojs/index.php/LFE/about,Yes,https://ojsspdc.ulpgc.es/ojs/index.php/LFE/ethics,https://ojsspdc.ulpgc.es/ojs/index.php/LFE/about,https://ojsspdc.ulpgc.es/ojs/index.php/LFE/about/editorialTeam,http://ojsspdc.ulpgc.es/ojs/index.php/LFE/about/submissions#authorGuidelines,20,No,https://ojsspdc.ulpgc.es/ojs/index.php/LFE/about,,No,,No,https://ojsspdc.ulpgc.es/ojs/index.php/LFE/about,,,https://ojsspdc.ulpgc.es/ojs/index.php/LFE/about,"Sherpa/Romeo, Dulcinea",,,,,Yes,https://ojsspdc.ulpgc.es/ojs/index.php/LFE/about,,,P101-410,Language and Literature: Philology. Linguistics: Language. Linguistic theory. Comparative grammar,No,2015-11-11T12:18:57Z,2020-11-05T10:41:50Z,412,2022-12-16T18:32:25Z
RELIEVE: Revista Electrónica de Investigación y Evaluación Educativa,https://ojs.uv.es/index.php/RELIEVE/index,https://doaj.org/toc/2b31504dcb6640a5882421c96e1e86f9,1995,RELIEVE,,1134-4032,"education, assessment, evaluation, school","Spanish, English",Asociación Interuniversitaria de Investigación Pedagógía,Spain,AIDIPE,,CC BY-NC,,https://ojs.uv.es/index.php/RELIEVE/about/submissions#copyrightNotice,,,No,https://ojs.uv.es/index.php/RELIEVE/about/submissions#copyrightNotice,Double blind peer review,https://ojs.uv.es/index.php/RELIEVE/about/editorialPolicies#peerReviewProcess,No,,https://ojs.uv.es/index.php/RELIEVE/about/editorialPolicies,https://ojs.uv.es/index.php/RELIEVE/about/editorialTeam,https://ojs.uv.es/index.php/RELIEVE/about/submissions#authorGuidelines,15,No,https://ojs.uv.es/index.php/RELIEVE/about/submissions#authorGuidelines,,No,,No,,LOCKSS,,https://ojs.uv.es/index.php/RELIEVE/about/editorialPolicies#custom-0,Dulcinea,https://www.accesoabierto.net/dulcinea/ficha542,DOI,Yes,No,Yes,https://ojs.uv.es/index.php/RELIEVE/about/editorialPolicies,,,LB5-3640,Education: Theory and practice of education,No,2004-01-21T00:00:00Z,2021-08-23T15:50:27Z,200,2015-03-10T12:52:36Z
Quaderns de Filologia: Estudis Lingüístics,https://ojs.uv.es/index.php/qfilologia/index,https://doaj.org/toc/7c2126ddabf34f1ca06854dbab04c0d0,2012,QF ELING,1135-416X,2444-1449,"linguistics, applied linguistics, translation, discourse analysis, semantics, pragmatics","Catalan, English, French, Italian, Spanish",Universitat de València,Spain,"Universitat de València, Facultat de Filologia",,CC BY-NC-ND,,https://ojs.uv.es/index.php/qfilologia/about/submissions#copyrightNotice,Yes,https://ojs.uv.es/index.php/qfilologia/article/view/9310/8887,Yes,https://ojs.uv.es/index.php/qfilologia/about/submissions#copyrightNotice,Double blind peer review,https://ojs.uv.es/index.php/qfilologia/about/editorialPolicies#peerReviewProcess,No,,https://ojs.uv.es/index.php/qfilologia/about/editorialPolicies#focusAndScope,https://ojs.uv.es/index.php/qfilologia/about/editorialPolicies#custom-1,https://ojs.uv.es/index.php/qfilologia/about/submissions#authorGuidelines,30,No,https://ojs.uv.es/index.php/qfilologia/about/editorialPolicies#focusAndScope,,No,,No,https://ojs.uv.es/index.php/qfilologia/about/editorialPolicies#focusAndScope,,,https://ojs.uv.es/index.php/qfilologia/about/editorialPolicies#archiving,,,DOI,,,Yes,https://ojs.uv.es/index.php/qfilologia/about/editorialPolicies#openAccessPolicy,,,P101-410,Language and Literature: Philology. Linguistics: Language. Linguistic theory. Comparative grammar,No,2017-08-01T07:34:20Z,2017-10-09T12:07:29Z,0,
Quaderns de Filologia: Estudis Literaris,https://ojs.uv.es/index.php/qdfed/index,https://doaj.org/toc/b7a5b38264af48f8b99d81e93f896974,2012,QF ELIT,1135-4178,2444-1457,"literary studies, cultural studies, literature","Catalan, English, French, German, Italian, Spanish",Universitat de València,Spain,"Universitat de València, Facultat de Filologia",,CC BY-NC-ND,,https://ojs.uv.es/index.php/qdfed/about/submissions#copyrightNotice,Yes,https://ojs.uv.es/index.php/qdfed/article/view/9334,Yes,https://ojs.uv.es/index.php/qdfed/about/submissions#copyrightNotice,Double blind peer review,https://ojs.uv.es/index.php/qdfed/about/editorialPolicies#peerReviewProcess,No,,https://ojs.uv.es/index.php/qdfed/about/editorialPolicies#focusAndScope,https://ojs.uv.es/index.php/qdfed/about/editorialPolicies#custom-1,https://ojs.uv.es/index.php/qdfed/about/submissions#authorGuidelines,30,No,https://ojs.uv.es/index.php/qdfed/about/editorialPolicies#focusAndScope,,No,,No,https://ojs.uv.es/index.php/qdfed/about/editorialPolicies#focusAndScope,,,https://ojs.uv.es/index.php/qdfed/about/editorialPolicies#archiving,,,DOI,,,Yes,https://ojs.uv.es/index.php/qdfed/about/editorialPolicies#openAccessPolicy,,,PN1-6790,Language and Literature: Literature (General),No,2017-08-01T07:37:52Z,2017-08-01T08:37:51Z,0,
Zer,https://ojs.ehu.eus/index.php/Zer/index,https://doaj.org/toc/99b14c3c7da7450f876739967cbbc787,1997,Zer: Journal of Communication Studies,1137-1102,1989-631X,"communication, media, journalism, advertising, film studies, television","Spanish, English, Basque",University of the Basque Country,Spain,,,CC BY-NC-ND,,https://ojs.ehu.eus/index.php/Zer/about/submissions,Yes,https://ojs.ehu.eus/index.php/Zer/article/view/22667,No,https://ojs.ehu.eus/index.php/Zer/about/submissions,Double blind peer review,https://ojs.ehu.eus/index.php/Zer/about,Yes,https://ojs.ehu.eus/index.php/Zer/about,https://ojs.ehu.eus/index.php/Zer/about,https://ojs.ehu.eus/index.php/Zer/about/editorialTeam,https://ojs.ehu.eus/index.php/Zer/about/submissions,16,No,https://ojs.ehu.eus/index.php/Zer/about,,No,,No,,,,,,,DOI,Yes,No,Yes,https://ojs.ehu.eus/index.php/Zer/about,,,P87-96,Language and Literature: Philology. Linguistics: Communication. Mass media,No,2022-05-31T11:05:56Z,2022-05-31T11:05:56Z,0,
Miscelánea: A Journal of English and American Studies,https://papiro.unizar.es/ojs/index.php/misc/index,https://doaj.org/toc/9a6504cb522b4cc5915f65719549fd6a,2010,,1137-6368,2386-4834,"english literature, american literature, english language, cultural studies, film studies","Spanish, English",Universidad de Zaragoza,Spain,,,CC BY-NC,,https://papiro.unizar.es/ojs/index.php/misc/about,Yes,https://papiro.unizar.es/ojs/index.php/misc/article/view/7356/7249,Yes,https://papiro.unizar.es/ojs/index.php/misc/about/submissions,Double blind peer review,https://papiro.unizar.es/ojs/index.php/misc/about,No,,https://papiro.unizar.es/ojs/index.php/misc/about,https://papiro.unizar.es/ojs/index.php/misc/about/editorialTeam,https://papiro.unizar.es/ojs/index.php/misc/about/submissions,32,No,https://papiro.unizar.es/ojs/index.php/misc/about,,No,,No,,,,,,,DOI,Yes,No,Yes,https://papiro.unizar.es/ojs/index.php/misc/about,,,P,Language and Literature,No,2013-08-21T13:56:12Z,2022-12-26T10:10:30Z,170,2023-02-14T16:28:54Z
Escuela Abierta,https://ea.ceuandalucia.es/index.php/EA,https://doaj.org/toc/e86fe399394846409f64b32f0faca81f,1998,"EA, Escuela Abierta",1138-6908,2603-5928,"educational research, human rights, education",Spanish,Fundación San Pablo Andalucia CEU,Spain,Fundación San Pablo Andalucía CEU,,CC BY-NC-ND,,https://w3.ceuandalucia.es/ojs/index.php/EA/about,Yes,https://w3.ceuandalucia.es/ojs/index.php/EA/article/view/30/16,Yes,https://w3.ceuandalucia.es/ojs/index.php/EA/about/submissions#authorGuidelines,Double blind peer review,https://ea.ceuandalucia.es/index.php/EA/about,Yes,https://w3.ceuandalucia.es/ojs/index.php/EA/about,https://ea.ceuandalucia.es/index.php/EA/about,https://ea.ceuandalucia.es/index.php/EA/about/editorialTeam,https://w3.ceuandalucia.es/ojs/index.php/EA/about/submissions#authorGuidelines,20,No,https://w3.ceuandalucia.es/ojs/index.php/EA/about/submissions#authorGuidelines,,No,,No,https://w3.ceuandalucia.es/ojs/index.php/EA/about/submissions#authorGuidelines,,,,Dulcinea,,,,,Yes,https://w3.ceuandalucia.es/ojs/index.php/EA/about,,,L,Education,No,2019-03-23T03:31:32Z,2019-08-30T10:04:26Z,455,2022-11-30T21:10:49Z
Música Oral del Sur,http://www.centrodedocumentacionmusicaldeandalucia.es/ojs/index.php/mos,https://doaj.org/toc/4bde83a9c2f4476398b204d63d2253e0,2010,,1138-8579,2445-0391,"musicology, ethnomusicology, music education, music theory","English, Spanish",Centro de Documentación Musical de Andalucía,Spain,Junta de Andalucía,Spain,CC BY-NC-SA,,http://www.centrodedocumentacionmusicaldeandalucia.es/ojs/index.php/mos/about/submissions,Yes,http://www.centrodedocumentacionmusicaldeandalucia.es/ojs/index.php/mos/article/view/380,Yes,http://www.centrodedocumentacionmusicaldeandalucia.es/ojs/index.php/mos/about/submissions,Double blind peer review,http://www.centrodedocumentacionmusicaldeandalucia.es/ojs/index.php/mos/about,No,,http://www.centrodedocumentacionmusicaldeandalucia.es/ojs/index.php/mos/about,http://www.centrodedocumentacionmusicaldeandalucia.es/ojs/index.php/mos/about/editorialTeam,http://www.centrodedocumentacionmusicaldeandalucia.es/ojs/index.php/mos/about/submissions#authorGuidelines,6,No,http://www.centrodedocumentacionmusicaldeandalucia.es/ojs/index.php/mos/about,,No,,No,,,,,,,DOI,Yes,No,Yes,http://www.centrodedocumentacionmusicaldeandalucia.es/ojs/index.php/mos/about,,,M1-5000,Music and books on Music: Music,No,2022-07-26T10:28:20Z,2022-07-26T10:28:20Z,516,2022-06-27T07:12:32Z
Cuadernos Electrónicos de Filosofía del Derecho,http://cefd.uv.es,https://doaj.org/toc/8b84d8f04668467c9b8d090dccc498c9,1998,CEFD,,1138-9877,"human rights, philosophy of law, politics",Spanish,University of Valencia,Spain,Institut de Drets Humans de la Universitat de València,,CC BY-NC-ND,,http://cefd.uv.es,Yes,https://ojs.uv.es/index.php/CEFD/article/view/25293/pdf,No,https://ojs.uv.es/index.php/CEFD/about/submissions#copyrightNotice,Double blind peer review,https://ojs.uv.es/index.php/CEFD/about/submissions#authorGuidelines,Yes,https://ojs.uv.es/index.php/CEFD/about/editorialPolicies#custom-2,https://ojs.uv.es/index.php/CEFD/about/editorialPolicies#focusAndScope,https://ojs.uv.es/index.php/CEFD/about/editorialTeam,https://ojs.uv.es/index.php/CEFD/about/submissions#authorGuidelines,18,No,https://ojs.uv.es/index.php/CEFD/about/editorialPolicies#focusAndScope,,No,,No,,,,,,,DOI,Yes,No,Yes,https://ojs.uv.es/index.php/CEFD/about/editorialPolicies#openAccessPolicy,,,K201-487,Law: Law in general. Comparative and uniform law. Jurisprudence: Jurisprudence. Philosophy and theory of law,No,2017-04-03T13:30:18Z,2022-12-20T11:31:17Z,451,2022-12-18T18:36:06Z
Acta Polytechnica,https://ojs.cvut.cz/ojs/index.php/ap/index,https://doaj.org/toc/4df438da4f314e3499e75257a765f2b0,2001,Journal of Advanced Engineering,1210-2709,1805-2363,"engineering, physics, mathematics, computer science",English,CTU Central Library,Czechia,Czech Technical University in Prague,,CC BY,,https://ojs.cvut.cz/ojs/index.php/ap/about/submissions#copyrightNotice,,,Yes,https://ojs.cvut.cz/ojs/index.php/ap/about/submissions#copyrightNotice,Blind peer review,https://ojs.cvut.cz/ojs/index.php/ap/about/editorialPolicies#peerReviewProcess,No,,https://ojs.cvut.cz/ojs/index.php/ap/about/editorialPolicies#focusAndScope,https://ojs.cvut.cz/ojs/index.php/ap/about/editorialTeam,https://ojs.cvut.cz/ojs/index.php/ap/about/submissions#authorGuidelines,24,No,https://ojs.cvut.cz/ojs/index.php/ap/about/submissions#authorGuidelines,,No,,No,,,,,,,DOI,No,No,Yes,https://ojs.cvut.cz/ojs/index.php/ap/about/editorialPolicies#openAccessPolicy,,,TA1-2040,Technology: Engineering (General). Civil engineering (General),No,2013-10-27T19:09:18Z,2021-07-27T16:24:44Z,1598,2023-01-18T13:45:10Z
Italianistica Debreceniensis,https://ojs.lib.unideb.hu/itde,https://doaj.org/toc/6ec40e21f35f4d89bc9bce586708e204,2018,,1219-5391,2677-1225,"italian studies, italian literature, italian linguistics, italian modern history, italian arts, italian society","Italian, English",Debrecen University Press,Hungary,University of Debrecen,,CC BY,,https://ojs.lib.unideb.hu/itde/copyright,Yes,https://ojs.lib.unideb.hu/itde/article/view/5513,Yes,https://ojs.lib.unideb.hu/itde/copyright,Double blind peer review,https://ojs.lib.unideb.hu/itde/peerreview,No,,https://ojs.lib.unideb.hu/itde/about,https://ojs.lib.unideb.hu/itde/about/editorialTeam,https://ojs.lib.unideb.hu/itde/AuthorGuidelines,14,No,https://ojs.lib.unideb.hu/itde/about,,No,,No,,LOCKSS,,https://ojs.lib.unideb.hu/itde/archiving,,,DOI,,,Yes,https://ojs.lib.unideb.hu/itde/openaccessstatement,,,PC1-5498|PQ1-3999,Language and Literature: Romanic languages | Language and Literature: French literature - Italian literature - Spanish literature - Portuguese literature,No,2020-09-14T15:44:59Z,2022-10-15T19:16:31Z,46,2021-08-29T08:08:46Z
Kitaibelia,https://ojs.lib.unideb.hu/kitaibelia,https://doaj.org/toc/1a80b71c415f41e892a523283dc05b4e,2014,,1219-9672,2064-4507,"floristics, phytogeography, conservation, plant ecology, history of science, pannonian ecoregion","Hungarian, English","Faculty of Science and Technology, University of Debrecen",Hungary,University of Debrecen,Hungary,CC BY,,https://ojs.lib.unideb.hu/kitaibelia/copyright,Yes,https://ojs.lib.unideb.hu/kitaibelia/article/view/7500/7060,No,https://ojs.lib.unideb.hu/kitaibelia/copyright,Blind peer review,https://ojs.lib.unideb.hu/kitaibelia/journalpolices,No,,https://ojs.lib.unideb.hu/kitaibelia/about,https://ojs.lib.unideb.hu/kitaibelia/about/editorialTeam,https://ojs.lib.unideb.hu/kitaibelia/authorguide,23,No,https://ojs.lib.unideb.hu/kitaibelia/openaccessstatement,,No,,No,,,,,,,DOI,No,No,Yes,https://ojs.lib.unideb.hu/kitaibelia/openaccessstatement,,,QK900-989|QH1-199.5,"Science: Botany: Plant ecology | Science: Natural history (General): General. Including nature conservation, geographical distribution",No,2021-07-19T15:07:54Z,2021-07-19T15:07:54Z,0,
Biuletyn Wojskowej Akademii Technicznej,https://biuletynwat.pl/resources/html/cms/MAINPAGE,https://doaj.org/toc/bb2764c6221e499e932bae45fd6f6da5,2006,Bulletin of the Military University of Technology,1234-5865,,"mathematics, physical sciences, chemical sciences, technology – mechanical engineering, computer science, geodesy and cartography","Polish, English","Wojskowa Akademia Techniczna, Redakcja Wydawnictw WAT, ul. gen. S. Kaliskiego 2, 00-908 Warszawa",Poland,"Wojskowa Akademia Techniczna, ul. gen. S. Kaliskiego 2, 00-908 Warszawa",,CC BY-NC-ND,,https://biuletynwat.pl/resources/html/cms/MAINPAGE,,,No,,Blind peer review,https://biuletynwat.pl/resources/html/cms/FORAUTHORS,Yes,https://biuletynwat.pl/resources/html/cmsi/1561,https://biuletynwat.pl/resources/html/cms/MAINPAGE,https://biuletynwat.pl/resources/html/cms/SCIENTIFICCOUNCIL,https://biuletynwat.pl/resources/html/cms/FORAUTHORS,16,No,https://biuletynwat.pl/resources/html/cms/MAINPAGE,,No,,No,,ICM UW,,http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.baztech-journal-0366-4988-biuletyn_wojskowej_akademii_technicznej,,,DOI,,,Yes,https://biuletynwat.pl/resources/html/cms/MAINPAGE,,,T,Technology,No,2016-09-29T13:19:30Z,2022-10-15T21:00:34Z,348,2023-01-19T12:42:27Z
Kastamonu Eğitim Dergisi,http://kefdergi.kastamonu.edu.tr,https://doaj.org/toc/8b20899f0d02483bad8d9f4b8099e631,2014,Kastamonu Education Journal,1300-8811,2147-9844,"education, academic, teacher education, students, experimental, university","English, Turkish",Kastamonu University,Türkiye,"Kastamonu University, Faculty of Education",,CC BY,,https://kefdergi.kastamonu.edu.tr/ojs/index.php/Kefdergi/about/editorialPolicies#openAccessPolicy,,,Yes,https://kefdergi.kastamonu.edu.tr/ojs/index.php/Kefdergi/about/journalSponsorship,Double blind peer review,https://kefdergi.kastamonu.edu.tr/ojs/index.php/Kefdergi/about/editorialPolicies#peerReviewProcess,Yes,https://kefdergi.kastamonu.edu.tr/ojs/index.php/Kefdergi/about/editorialPolicies#custom-3,https://kefdergi.kastamonu.edu.tr/ojs/index.php/Kefdergi/about/editorialPolicies#focusAndScope,https://kefdergi.kastamonu.edu.tr/ojs/index.php/Kefdergi/about/editorialPolicies#custom-4,https://kefdergi.kastamonu.edu.tr/ojs/index.php/Kefdergi/about/submissions#authorGuidelines,50,No,http://dergipark.gov.tr/kefdergi/page/4187,,No,,No,http://dergipark.gov.tr/kefdergi/page/4187,,,https://kefdergi.kastamonu.edu.tr/ojs/index.php/Kefdergi/about/editorialPolicies#custom-0,,,DOI,,,Yes,https://kefdergi.kastamonu.edu.tr/ojs/index.php/Kefdergi/about/editorialPolicies#openAccessPolicy,,,L7-991,Education: Education (General),No,2019-06-03T13:30:28Z,2019-06-03T13:30:28Z,218,2019-11-27T19:08:33Z
Quanta,http://quanta.ws/,https://doaj.org/toc/8e5d48d4c69e4ad88a86ae4c51cb9844,2012,,,1314-7374,"quantum mechanics, foundations of physics, mathematical physics, philosophy of science",English,Quanta,Bulgaria,,,CC BY,,http://quanta.ws/ojs/index.php/quanta/about/submissions#copyrightNotice,Yes,http://quanta.ws/ojs/index.php/quanta/article/view/19/30,No,,Peer review,http://quanta.ws/ojs/index.php/quanta/about/editorialPolicies#peerReviewProcess,No,,http://quanta.ws/ojs/index.php/quanta/about/editorialPolicies#focusAndScope,http://quanta.ws/ojs/index.php/quanta/about/editorialTeam,http://quanta.ws/ojs/index.php/quanta/about/submissions#authorGuidelines,12,No,http://quanta.ws/ojs/index.php/quanta/about/editorialPolicies#custom-4,,No,,No,http://quanta.ws/ojs/index.php/quanta/about/editorialPolicies#custom-4,,,http://quanta.ws/ojs/index.php/quanta/about/editorialPolicies#archiving,Sherpa/Romeo,,DOI,,,Yes,http://quanta.ws/ojs/index.php/quanta/about/editorialPolicies#openAccessPolicy,,,Q,Science,No,2014-08-05T19:37:10Z,2020-04-17T09:59:55Z,73,2022-12-04T10:12:37Z
Telos: Revista de Estudios Interdisciplinarios en Ciencias Sociales,http://ojs.urbe.edu/index.php/telos/index,https://doaj.org/toc/5533821ba5034376b8c520bf989a2064,1999,,1317-0570,2343-5763,"politics, education, venezuela, law, engineering, management","English, Portuguese, Spanish",Universidad Rafael Belloso Chacín,"Venezuela, Bolivarian Republic of",,,CC BY-NC-SA,,http://ojs.urbe.edu/index.php/telos/information/authors,,,Yes,http://ojs.urbe.edu/index.php/telos/information/authors,Double blind peer review,https://www.urbe.edu/index.jsp,No,,http://ojs.urbe.edu/index.php/telos/about,http://ojs.urbe.edu/index.php/telos/about/editorialTeam,http://ojs.urbe.edu/index.php/telos/information/authors,24,No,http://ojs.urbe.edu/index.php/telos/information/authors,,No,,No,http://ojs.urbe.edu/index.php/telos/information/authors,,,,,,,,,Yes,http://ojs.urbe.edu/index.php/telos/about,,,A,General Works,No,2010-09-02T09:44:16Z,2018-07-26T19:08:13Z,814,2022-10-25T15:01:14Z
Socijalna Ekologija,https://hrcak.srce.hr/ojs/index.php/socijalna-ekologija/index,https://doaj.org/toc/338d14246fb74661a11b9f42bde31882,2020,Social Ecology,1330-0113,1849-0360,"social ecology, spatial sociology, empirical sociology, qualitative research, quantitative research, theoretical sociology","English, Croatian","Croatian Sociological Society, Department of Sociology at Faculty of Humanities and Social Sciences, University of Zagreb",Croatia,,,CC BY,,https://hrcak.srce.hr/ojs/index.php/socijalna-ekologija/about,,,Yes,https://hrcak.srce.hr/ojs/index.php/socijalna-ekologija/about,Double blind peer review,https://hrcak.srce.hr/ojs/index.php/socijalna-ekologija/about,No,,https://hrcak.srce.hr/ojs/index.php/socijalna-ekologija/guidelines,https://hrcak.srce.hr/ojs/index.php/socijalna-ekologija/about/editorialTeam,https://hrcak.srce.hr/upute/guide_authors_Socijalna_ekologija.pdf,30,No,https://hrcak.srce.hr/ojs/index.php/socijalna-ekologija/about,,No,,No,,HRČAK- Portal of Croatian Scientific and Professional Journals,,https://hrcak.srce.hr/socijalna-ekologija?lang=en,,,"DOI, UDK",No,Yes,Yes,https://hrcak.srce.hr/ojs/index.php/socijalna-ekologija/about,,,GF1-900|HM401-1281|QH540-549.5,Geography. Anthropology. Recreation: Human ecology. Anthropogeography | Social Sciences: Sociology (General) | Science: Biology (General): Ecology,No,2021-05-07T09:22:48Z,2022-10-17T21:08:56Z,0,
